epochMillis,id,version,changeset,username,uid,lat,lon
1395650092000,32068050,4,21280061,Hjart,207581,31.842991100000003,-107.6446066
1709011398000,32164283,3,147957505,Allison P,9097970,31.843014800000002,-107.6464754
1709011398000,32164284,2,147957505,Allison P,9097970,31.8446676,-107.64647230000001
1709011398000,32164636,3,147957505,Allison P,9097970,31.8443341,-107.65056670000001
1709011398000,32164637,3,147957505,Allison P,9097970,31.844340700000004,-107.64647280000001
1709011398000,32164800,3,147957505,Allison P,9097970,31.843765100000002,-107.6491594
1709011398000,32164801,3,147957505,Allison P,9097970,31.843714300000002,-107.6464741
1184711175000,32164978,1,150316,jcomeau_ictx,8130,31.845761500000002,-107.6492705
1709011398000,32164979,3,147957505,Allison P,9097970,31.844336100000003,-107.64930980000001
